ISIN;TYPE;TRADE_DATE;MATURITY_DATE;NOTIONAL;FIXED_RATE;ISSUER;COMPANY;COUNTERPARTY;CF_TOTAL;CF_1Y;CF_2Y;CF_3Y;CF_4Y;CF_5Y;CF_10Y;CF_15Y;CF_20Y;CF_25Y;CF_30Y;CF_35Y;CF_40Y
704B603U1030;DEPOSIT;05-02-23;29-12-23;58291;3,018940772;;;;757,025974;757,025974;0;0;0;0;0;0;0;0;0;0;0
0788Z2W03OG9;SOVEREIGN_BOND;27-08-21;14-10-60;41654;1,139625327;Italy;;;610,9891606;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;6,366192878;540,961039
7286M023K2A3;Swap;10-01-23;24-06-34;80588;3,553764066;;;KLO;1120,497448;12,31667431;12,31667431;12,31667431;12,31667431;12,31667431;12,31667431;1046,597403;0;0;0;0;0
8299Z365H9SZ;CORPORATE_BOND;05-07-23;07-08-34;22432;2,760481484;Offcesoft;;;311,8950559;3,42839676;3,42839676;3,42839676;3,42839676;3,42839676;3,42839676;291,3246753;0;0;0;0;0
7917Z61131SR;Deposit;19-10-22;13-09-23;23657;1,986174413;;;;307,2337662;307,2337662;0;0;0;0;0;0;0;0;0;0;0
027Y778F40FY;CORPORATE_BOND;17-11-21;23-03-49;46042;2,528468692;Companero;;;661,2795513;7,036833257;7,036833257;7,036833257;7,036833257;7,036833257;7,036833257;7,036833257;7,036833257;7,036833257;597,9480519;0;0
LC7B41E92I38;Sovereign Bond;29-04-22;11-07-38;91105;1,84470953;France;;;1266,726064;13,92404096;13,92404096;13,92404096;13,92404096;13,92404096;13,92404096;1183,181818;0;0;0;0;0
542Q832KE19C;SWAP;22-02-22;27-11-28;28687;3,640943807;;;CPL;394,4803428;4,384380254;4,384380254;4,384380254;4,384380254;4,384380254;372,5584416;0;0;0;0;0;0
Z2P6SN370U82;CORPORATE_BOND;30-04-21;06-01-28;83426;2,782101937;Firmea;;;1134,456227;12,7504203;12,7504203;12,7504203;12,7504203;1083,454545;0;0;0;0;0;0;0
B5014851NH9J;SOVEREIGN_BOND;24-09-21;25-06-46;91909;2,62506039;Italy;;;1305,99874;14,04692037;14,04692037;14,04692037;14,04692037;14,04692037;14,04692037;14,04692037;14,04692037;1193,623377;0;0;0
V777D3XYT8B5;Deposit;11-05-23;04-10-23;56184;4,020789447;;;;729,6623377;729,6623377;0;0;0;0;0;0;0;0;0;0;0
75W59L302268;SOVEREIGN_BOND;05-11-20;10-01-49;44342;4,330058917;Italy;;;636,8632523;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;6,777013602;575,8701299;0;0
671520D13MM5;EQUITY;04-04-22;;;;;Firmea;;;;;;;;;;;;;;
IV9893T02J60;Corporate Bond;16-06-22;10-02-42;69189;2,915309921;Firmea;;;972,5799913;10,57450711;10,57450711;10,57450711;10,57450711;10,57450711;10,57450711;10,57450711;898,5584416;0;0;0;0
2PJA4Y49EXH8;Deposit;13-06-22;11-11-23;79519;3,291531748;;;;1032,714286;1032,714286;0;0;0;0;0;0;0;0;0;0;0
V29003G3S156;Sovereign Bond;09-01-21;02-06-38;56886;3,011370596;Italy;;;790,9442827;8,694176983;8,694176983;8,694176983;8,694176983;8,694176983;8,694176983;738,7792208;0;0;0;0;0
G2W763A04K21;swap;04-03-21;06-10-28;26482;3,900964694;;;JPT;364,1589723;4,047378878;4,047378878;4,047378878;4,047378878;4,047378878;343,9220779;0;0;0;0;0;0
T46E414HZC7N;Swap;13-02-23;24-11-33;52799;1,77542492;;;EBJ;734,1185385;8,069539966;8,069539966;8,069539966;8,069539966;8,069539966;8,069539966;685,7012987;0;0;0;0;0
7408HO80FL0A;Equity;06-10-22;;;;;Offcesoft;;;;;;;;;;;;;;
93F2T031I41J;Deposit;10-12-21;07-08-23;43792;1,625734311;;;;568,7272727;568,7272727;0;0;0;0;0;0;0;0;0;0;0
561PQC4SN09C;Sovereign Bond;21-09-21;10-04-29;89262;2,12247285;France;;;1227,458583;13,64236589;13,64236589;13,64236589;13,64236589;13,64236589;1159,246753;0;0;0;0;0;0
W734J2E5N7W4;Swap;08-05-21;16-07-47;61450;1,663023034;;;SMR;873,1856788;9,391716338;9,391716338;9,391716338;9,391716338;9,391716338;9,391716338;9,391716338;9,391716338;798,0519481;0;0;0
L25Q9K59H8A6;CORPORATE_BOND;28-10-21;11-03-54;88830;3,659269452;Corporata;;;1289,399775;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;13,57634113;1153,636364;0
D891B55P6UMU;EQUITY;29-05-21;;;;;Firmea;;;;;;;;;;;;;;
KZ0424F24483;SOVEREIGN_BOND;15-12-22;16-02-59;59754;4,06361692;Italy;;;876,4835623;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;9,132508024;776,025974
3RK2D9G7YUC4;swap;13-03-23;07-04-57;29105;4,277678679;;;SMR;422,4696662;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;4,448265322;377,987013;0
0J719C5D2696;swap;04-01-21;01-06-37;10846;4,348193575;;;JPT;150,8030392;1,657649396;1,657649396;1,657649396;1,657649396;1,657649396;1,657649396;140,8571429;0;0;0;0;0
GBQ3CTZ5ECRF;SOVEREIGN_BOND;08-05-23;15-11-62;19729;2,418114063;Netherlands;;;289,3888978;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;3,015283509;256,2207792
50X907F93XN6;SWAP;11-01-22;06-03-33;69961;2,833524927;;;JPT;962,0468946;10,6924958;10,6924958;10,6924958;10,6924958;10,6924958;908,5844156;0;0;0;0;0;0
OO4GS7615109;Sovereign Bond;24-04-22;23-11-56;28710;3,102730563;France;;;416,7360975;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;4,387895461;372,8571429;0
Z37SRJ8AZ879;swap;01-04-21;26-05-28;25877;1,737834408;;;CPL;351,8845897;3,954913648;3,954913648;3,954913648;3,954913648;336,0649351;0;0;0;0;0;0;0
M462ER823V48;SOVEREIGN_BOND;27-10-20;17-03-45;49305;3,987015022;Germany;;;700,6089486;7,535534159;7,535534159;7,535534159;7,535534159;7,535534159;7,535534159;7,535534159;7,535534159;640,3246753;0;0;0
Z5L4BZ91MOU1;swap;22-12-21;08-03-45;95484;4,003348744;;;SMR;1356,798395;14,59330582;14,59330582;14,59330582;14,59330582;14,59330582;14,59330582;14,59330582;14,59330582;1240,051948;0;0;0
52560EY1BGT1;EQUITY;19-04-23;;;;;Companero;;;;;;;;;;;;;;
9G24Y1Q06Z2H;DEPOSIT;02-05-23;15-12-23;40255;3,635543654;;;;522,7922078;522,7922078;0;0;0;0;0;0;0;0;0;0;0
43FS2ZDP3XM2;swap;13-01-22;05-08-45;79779;3,957445184;;;JPT;1133,635155;12,19303072;12,19303072;12,19303072;12,19303072;12,19303072;12,19303072;12,19303072;12,19303072;1036,090909;0;0;0
4D053JNT424J;Corporate Bond;08-08-21;13-03-27;88494;2,14684548;Offcesoft;;;1189,847693;13,52498854;13,52498854;13,52498854;1149,272727;0;0;0;0;0;0;0;0
MB0Y6448303L;DEPOSIT;21-10-21;09-11-23;43231;2,907322648;;;;561,4415584;561,4415584;0;0;0;0;0;0;0;0;0;0;0
U8N6HPO687K0;DEPOSIT;08-04-22;02-01-24;96569;3,444142488;;;;1254,142857;1254,142857;0;0;0;0;0;0;0;0;0;0;0
W19532N8726I;SOVEREIGN_BOND;17-06-23;10-03-25;97075;2,825539993;France;;;1275,550752;14,83646645;1260,714286;0;0;0;0;0;0;0;0;0;0
BHE65671491L;Equity;27-05-22;;;;;Companero;;;;;;;;;;;;;;
LZRHC88269P6;SWAP;03-06-21;22-12-27;57699;4,916248162;;;JPT;784,61139;8,818431912;8,818431912;8,818431912;8,818431912;749,3376623;0;0;0;0;0;0;0
86Z20P2JX5O6;Equity;21-06-22;;;;;Companero;;;;;;;;;;;;;;
00415O85CHDN;Swap;26-05-21;19-01-52;34247;2,999109351;;;JPT;491,873524;5,234143359;5,234143359;5,234143359;5,234143359;5,234143359;5,234143359;5,234143359;5,234143359;5,234143359;444,7662338;0;0
S07P3WG6845D;SOVEREIGN_BOND;08-08-22;11-12-56;44622;4,115018144;Italy;;;647,7045678;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;6,819807428;579,5064935;0
0JG7G88HF6K5;Sovereign Bond;21-10-21;23-07-51;13965;2,040859868;Netherlands;;;200,5727148;2,134342045;2,134342045;2,134342045;2,134342045;2,134342045;2,134342045;2,134342045;2,134342045;2,134342045;181,3636364;0;0
8Q14086T2LC3;CORPORATE_BOND;25-12-22;07-10-41;49310;3,062670591;Corporata;;;693,1436987;7,536298334;7,536298334;7,536298334;7,536298334;7,536298334;7,536298334;7,536298334;640,3896104;0;0;0;0
U313L42C58ZG;CORPORATE_BOND;04-08-22;31-10-56;29078;3,260816802;Firmea;;;422,0777514;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;4,444138774;377,6363636;0
XPZ688AXBE49;Sovereign Bond;10-07-22;06-07-46;79869;3,276511468;Germany;;;1134,914027;12,20678588;12,20678588;12,20678588;12,20678588;12,20678588;12,20678588;12,20678588;12,20678588;1037,25974;0;0;0
709W739488SJ;swap;30-09-22;08-07-43;17209;2,008860982;;;CPL;241,9044801;2,63013908;2,63013908;2,63013908;2,63013908;2,63013908;2,63013908;2,63013908;223,4935065;0;0;0;0
866QDO79BK87;swap;01-03-22;01-03-46;69931;4,166439812;;;EBJ;993,6980911;10,68791074;10,68791074;10,68791074;10,68791074;10,68791074;10,68791074;10,68791074;10,68791074;908,1948052;0;0;0
47P25E9U9592;Sovereign Bond;20-12-20;24-06-31;70974;2,504086956;Netherlands;;;975,9768485;10,84731774;10,84731774;10,84731774;10,84731774;10,84731774;921,7402597;0;0;0;0;0;0
LG4ND4VUV003;Swap;14-06-23;04-02-43;49724;4,161022993;;;JPT;698,9632382;7,599572062;7,599572062;7,599572062;7,599572062;7,599572062;7,599572062;7,599572062;645,7662338;0;0;0;0
18787Q977L6A;Swap;05-05-21;07-08-53;46828;1,953243971;;;SMR;679,7254605;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;7,156961638;608,1558442;0
7198151024KM;Sovereign Bond;28-08-22;02-01-35;85800;3,093113664;France;;;1192,965219;13,1132508;13,1132508;13,1132508;13,1132508;13,1132508;13,1132508;1114,285714;0;0;0;0;0
387O755J0OS0;Sovereign Bond;16-06-23;07-12-52;93935;3,170922318;Germany;;;1349,144143;14,35656427;14,35656427;14,35656427;14,35656427;14,35656427;14,35656427;14,35656427;14,35656427;14,35656427;1219,935065;0;0
27R5W33I9241;Deposit;01-01-22;22-01-24;96910;2,90942772;;;;1258,571429;1258,571429;0;0;0;0;0;0;0;0;0;0;0
4A20X0Z987Q0;CORPORATE_BOND;16-02-21;23-07-52;93286;1,545757372;Offcesoft;;;1339,822862;14,25737429;14,25737429;14,25737429;14,25737429;14,25737429;14,25737429;14,25737429;14,25737429;14,25737429;1211,506494;0;0
L807464C37MW;Sovereign Bond;13-05-22;10-01-25;86557;3,594043353;France;;;1137,34583;13,22894697;1124,116883;0;0;0;0;0;0;0;0;0;0
28363136PAE8;Swap;14-09-22;22-03-62;77333;2,428967231;;;JPT;1134,335832;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;11,81919609;1004,324675
3AK26CJ3E2I3;SOVEREIGN_BOND;21-04-21;18-10-38;17666;3,736108731;Italy;;;248,3284644;2,699984716;2,699984716;2,699984716;2,699984716;2,699984716;2,699984716;2,699984716;229,4285714;0;0;0;0
V4RB7XR17RG5;Deposit;01-07-21;03-09-23;18748;3,810644432;;;;243,4805195;243,4805195;0;0;0;0;0;0;0;0;0;0;0
0557C37R7DM9;swap;06-04-21;08-07-43;59880;2,852555704;;;EBJ;841,7246944;9,151765245;9,151765245;9,151765245;9,151765245;9,151765245;9,151765245;9,151765245;777,6623377;0;0;0;0
90Q551CBL918;Sovereign Bond;31-03-23;10-11-48;95049;2,464622679;Netherlands;;;1365,144;14,52682256;14,52682256;14,52682256;14,52682256;14,52682256;14,52682256;14,52682256;14,52682256;14,52682256;1234,402597;0;0
175SG38K9328;SWAP;27-06-21;11-08-48;78494;3,55861073;;;KLO;1127,372336;11,99663763;11,99663763;11,99663763;11,99663763;11,99663763;11,99663763;11,99663763;11,99663763;11,99663763;1019,402597;0;0
4M9Z2R04X75S;Corporate Bond;12-12-21;10-03-56;66294;2,920785792;Firmea;;;962,2815341;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;10,13204952;860,961039;0
U8M880314M21;DEPOSIT;27-07-22;28-12-23;45762;1,956456262;;;;594,3116883;594,3116883;0;0;0;0;0;0;0;0;0;0;0
440R7PO6K4U9;SOVEREIGN_BOND;07-02-23;07-03-25;41767;2,431373952;France;;;548,8120347;6,383463243;542,4285714;0;0;0;0;0;0;0;0;0;0
0D7UA453331F;SWAP;04-01-22;23-10-27;39575;4,121712169;;;CPL;538,1548339;6,048448724;6,048448724;6,048448724;6,048448724;513,961039;0;0;0;0;0;0;0
165Q0K3L2E84;SOVEREIGN_BOND;03-02-23;08-01-40;48019;4,689229879;Italy;;;674,9962942;7,338988232;7,338988232;7,338988232;7,338988232;7,338988232;7,338988232;7,338988232;623,6233766;0;0;0;0
UI5353Y0BW35;EQUITY;28-01-22;;;;;Firmea;;;;;;;;;;;;;;
YZN3F0HRFK16;Swap;19-06-23;08-07-56;85110;3,694687202;;;SMR;1235,402621;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;13,00779459;1105,324675;0
O443586709Q5;EQUITY;09-11-22;;;;;Offcesoft;;;;;;;;;;;;;;
MIHT9J75JR39;DEPOSIT;03-12-20;04-12-23;82926;2,905335582;;;;1076,961039;1076,961039;0;0;0;0;0;0;0;0;0;0;0
13V3M8RT3INJ;Swap;08-06-22;11-01-30;69678;2,650142008;;;EBJ;958,1553082;10,64924347;10,64924347;10,64924347;10,64924347;10,64924347;904,9090909;0;0;0;0;0;0
48J80V0M7EQ2;CORPORATE_BOND;21-02-22;03-02-41;69849;2,689579497;Firmea;;;981,857518;10,67537827;10,67537827;10,67537827;10,67537827;10,67537827;10,67537827;10,67537827;907,1298701;0;0;0;0
9D0I882M95AM;CORPORATE_BOND;24-07-22;18-05-60;77868;3,091895507;Companero;;;1142,183319;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;11,90096286;1011,272727
68Y4ZAWYV1C7;Deposit;06-11-20;28-01-24;69065;3,946307629;;;;896,9480519;896,9480519;0;0;0;0;0;0;0;0;0;0;0
096W1YQKX6KA;Deposit;05-11-21;04-09-23;81967;2,066019663;;;;1064,506494;1064,506494;0;0;0;0;0;0;0;0;0;0;0
4T33NY570U1T;swap;17-05-22;25-04-59;62931;3,358269993;;;KLO;923,0844305;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;9,618065108;817,2857143
TOH86P8H487D;DEPOSIT;25-05-22;12-11-23;62963;2,000531002;;;;817,7012987;817,7012987;0;0;0;0;0;0;0;0;0;0;0
8807XZ8888H9;Deposit;22-03-21;15-08-23;84914;2,630071715;;;;1102,779221;1102,779221;0;0;0;0;0;0;0;0;0;0;0
VAY4K0847499;EQUITY;14-03-23;;;;;Offcesoft;;;;;;;;;;;;;;
S58CR894265D;swap;12-08-21;04-11-24;16501;2,186116073;;;CPL;216,8206331;2,521931836;214,2987013;0;0;0;0;0;0;0;0;0;0
P039191Y7H8C;DEPOSIT;30-03-23;21-10-23;96834;5,362450841;;;;1257,584416;1257,584416;0;0;0;0;0;0;0;0;0;0;0
48S601896L4A;DEPOSIT;12-01-21;29-01-24;64294;2,513383469;;;;834,987013;834,987013;0;0;0;0;0;0;0;0;0;0;0
CIX5K75FD7B8;EQUITY;01-12-22;;;;;Offcesoft;;;;;;;;;;;;;;
EK6I7Q4249S1;SWAP;08-10-22;06-05-37;71172;2,474017129;;;CPL;989,5771629;10,87757909;10,87757909;10,87757909;10,87757909;10,87757909;10,87757909;924,3116883;0;0;0;0;0
Q4384111663S;EQUITY;23-06-23;;;;;Companero;;;;;;;;;;;;;;
BPT38UF47U04;Swap;11-03-23;21-12-34;62878;1,851078947;;;JPT;874,2571917;9,609964848;9,609964848;9,609964848;9,609964848;9,609964848;9,609964848;816,5974026;0;0;0;0;0
JS840E987742;swap;26-06-23;13-11-60;70707;2,606853524;;;SMR;1037,144346;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;10,80651077;918,2727273
F384P2OP5AB3;Corporate Bond;14-05-23;13-01-33;92661;2,917024174;Offcesoft;;;1274,198872;14,16185236;14,16185236;14,16185236;14,16185236;14,16185236;1203,38961;0;0;0;0;0;0
625SP541ZX86;Sovereign Bond;10-07-23;23-03-30;86991;3,259339616;France;;;1196,229634;13,2952774;13,2952774;13,2952774;13,2952774;13,2952774;1129,753247;0;0;0;0;0;0
2JJ57NAF5294;CORPORATE_BOND;15-12-20;22-01-45;27607;2,823866744;Corporata;;;392,2870144;4,219318355;4,219318355;4,219318355;4,219318355;4,219318355;4,219318355;4,219318355;4,219318355;358,5324675;0;0;0
XYI4557P4983;Swap;29-08-22;06-11-36;21375;4,75081448;;;SMR;297,198503;3,266850069;3,266850069;3,266850069;3,266850069;3,266850069;3,266850069;277,5974026;0;0;0;0;0
53X02W1U8P4I;Corporate Bond;04-01-21;15-12-52;15681;3,182863086;Companero;;;225,2188142;2,396607061;2,396607061;2,396607061;2,396607061;2,396607061;2,396607061;2,396607061;2,396607061;2,396607061;203,6493506;0;0
5K3AM70AU275;swap;17-09-22;11-12-41;99019;2,633258803;;;JPT;1391,896084;15,13357787;15,13357787;15,13357787;15,13357787;15,13357787;15,13357787;15,13357787;1285,961039;0;0;0;0
254521Q567CB;Corporate Bond;22-08-21;25-10-54;46062;3,979197876;Companero;;;668,6066918;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;7,039889959;598,2077922;0
8429QH6GE285;Equity;20-04-23;;;;;Corporata;;;;;;;;;;;;;;
5CR6D381Q353;Corporate Bond;09-03-22;16-03-55;43732;2,452098033;Corporata;;;634,7858939;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;6,683784197;567,9480519;0
ON265MQ796G5;SOVEREIGN_BOND;14-07-21;20-06-46;77762;1,466712428;Italy;;;1104,974203;11,88476234;11,88476234;11,88476234;11,88476234;11,88476234;11,88476234;11,88476234;11,88476234;1009,896104;0;0;0
PFM15148VE58;Sovereign Bond;02-01-21;04-04-59;15187;4,930377766;Germany;;;222,765938;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;2,321106526;197,2337662
3433I2VOWS80;CORPORATE_BOND;13-04-23;01-12-24;59531;2,420592444;Corporata;;;782,2282959;9,098425799;773,1298701;0;0;0;0;0;0;0;0;0;0
BV4457168500;swap;03-10-21;24-03-47;93243;4,630260677;;;SMR;1324,954471;14,25080238;14,25080238;14,25080238;14,25080238;14,25080238;14,25080238;14,25080238;14,25080238;1210,948052;0;0;0
IW7B50R5424W;swap;17-01-21;28-01-35;65813;3,791254416;;;SMR;915,0655008;10,05853584;10,05853584;10,05853584;10,05853584;10,05853584;10,05853584;854,7142857;0;0;0;0;0
S55J9Y9H96U8;SWAP;06-07-22;05-02-40;12701;2,557707282;;;KLO;178,5361614;1,94115849;1,94115849;1,94115849;1,94115849;1,94115849;1,94115849;1,94115849;164,9480519;0;0;0;0
6534V60Y0S94;Corporate Bond;21-06-21;08-12-31;74455;1,429152793;Firmea;;;1023,844735;11,3793367;11,3793367;11,3793367;11,3793367;11,3793367;966,9480519;0;0;0;0;0;0
S20G99NQS5W8;Deposit;19-03-23;22-08-23;87508;3,173022262;;;;1136,467532;1136,467532;0;0;0;0;0;0;0;0;0;0;0
QG2539TS9101;swap;20-03-21;17-10-43;25415;4,858567388;;;SMR;361,1393658;3,884303836;3,884303836;3,884303836;3,884303836;3,884303836;3,884303836;3,884303836;3,884303836;330,0649351;0;0;0
F74K3601Z629;Equity;08-10-21;;;;;Companero;;;;;;;;;;;;;;
HK106ZV640RZ;swap;04-08-22;22-11-47;85438;5,085127992;;;SMR;1214,047812;13,0579245;13,0579245;13,0579245;13,0579245;13,0579245;13,0579245;13,0579245;13,0579245;1109,584416;0;0;0
C362B8Z99LIR;Deposit;24-12-20;19-08-23;20634;3,860366789;;;;267,974026;267,974026;0;0;0;0;0;0;0;0;0;0;0
238458S46JKT;Corporate Bond;20-12-21;21-10-38;20324;3,399596523;Firmea;;;285,6915947;3,106220388;3,106220388;3,106220388;3,106220388;3,106220388;3,106220388;3,106220388;263,9480519;0;0;0;0
1562Y8NAR502;Swap;17-02-22;13-10-61;79743;4,835677571;;;SMR;1169,686192;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;12,18752866;1035,623377
LJL8S2391311;DEPOSIT;25-05-22;02-10-23;69792;1,377133535;;;;906,3896104;906,3896104;0;0;0;0;0;0;0;0;0;0;0
914B253648CM;DEPOSIT;02-09-22;17-01-24;76160;2,356263083;;;;989,0909091;989,0909091;0;0;0;0;0;0;0;0;0;0;0
727028496I09;Corporate Bond;02-03-23;21-01-60;28337;2,088424233;Companero;;;415,6527547;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;4,330887972;368,012987
56488193J19A;Equity;30-10-21;;;;;Firmea;;;;;;;;;;;;;;
0Y301Z2452J0;Corporate Bond;13-03-23;09-09-37;18020;3,393856817;Corporata;;;250,5505041;2,754088339;2,754088339;2,754088339;2,754088339;2,754088339;2,754088339;234,025974;0;0;0;0;0
3ET0618390M5;DEPOSIT;29-05-21;18-09-23;80289;2,318402906;;;;1042,714286;1042,714286;0;0;0;0;0;0;0;0;0;0;0
79PT4Q2MSDU6;CORPORATE_BOND;28-11-21;05-09-25;97810;3,061074511;Companero;;;1300,157341;14,94880024;14,94880024;1270,25974;0;0;0;0;0;0;0;0;0
OB45X2345DY0;SWAP;14-01-22;28-11-47;62837;3,77684299;;;EBJ;892,8945239;9,603698609;9,603698609;9,603698609;9,603698609;9,603698609;9,603698609;9,603698609;9,603698609;816,0649351;0;0;0
3126QS943685;Equity;31-01-23;;;;;Companero;;;;;;;;;;;;;;
90PZ09M71A17;swap;10-04-23;01-07-25;26048;1,509649191;;;EBJ;342,2667627;3,981048449;338,2857143;0;0;0;0;0;0;0;0;0;0
O4I13FMZ1DU4;Sovereign Bond;22-04-23;24-01-60;68839;1,873458502;Germany;;;1009,74415;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;10,52101483;894,012987
K9441YCGJ08L;DEPOSIT;14-05-23;07-09-23;60323;2,628771081;;;;783,4155844;783,4155844;0;0;0;0;0;0;0;0;0;0;0
7T3V41A15S46;SWAP;23-07-21;20-01-34;75301;3,860563635;;;EBJ;1046,986876;11,50863518;11,50863518;11,50863518;11,50863518;11,50863518;11,50863518;977,9350649;0;0;0;0;0
8HH3K6U19WEX;Swap;12-09-22;24-11-59;58669;2,794357916;;;KLO;860,5685664;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;8,96668195;761,9350649
L9Y4I2D3JC1I;Corporate Bond;10-02-22;06-06-40;77683;3,269194234;Firmea;;;1091,978948;11,87268837;11,87268837;11,87268837;11,87268837;11,87268837;11,87268837;11,87268837;1008,87013;0;0;0;0
D549S094U6O9;Equity;29-05-23;;;;;Corporata;;;;;;;;;;;;;;
23P4508V17G0;Deposit;10-12-22;26-11-23;67664;1,545645017;;;;878,7532468;878,7532468;0;0;0;0;0;0;0;0;0;0;0
01095P8593HE;Sovereign Bond;13-06-21;21-10-30;57031;2,489187873;Italy;;;784,244028;8,716338071;8,716338071;8,716338071;8,716338071;8,716338071;740,6623377;0;0;0;0;0;0
7YH38560Y8E7;Deposit;25-10-20;11-12-23;35619;2,830023109;;;;462,5844156;462,5844156;0;0;0;0;0;0;0;0;0;0;0
16WFRBX4EC3Y;Equity;15-03-21;;;;;Companero;;;;;;;;;;;;;;
8N32JU8O2584;Sovereign Bond;10-06-23;08-12-36;68490;2,430003116;Netherlands;;;952,2865718;10,46767538;10,46767538;10,46767538;10,46767538;10,46767538;10,46767538;889,4805195;0;0;0;0;0
5U7M77K993T1;SWAP;14-05-23;30-03-58;36130;3,295333649;;;CPL;524,4400976;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;5,521931836;469,2207792;0
88E69IYG4I02;swap;04-12-21;06-08-35;67646;3,293907421;;;EBJ;940,5515759;10,33868256;10,33868256;10,33868256;10,33868256;10,33868256;10,33868256;878,5194805;0;0;0;0;0
O26C1H3PEKF6;Sovereign Bond;03-02-21;03-11-51;32152;2,809727734;Germany;;;461,7840262;4,913953844;4,913953844;4,913953844;4,913953844;4,913953844;4,913953844;4,913953844;4,913953844;4,913953844;417,5584416;0;0
310LW3WLI99V;swap;24-10-20;10-06-26;72530;5,562270108;;;CPL;964,1183102;11,08512915;11,08512915;941,9480519;0;0;0;0;0;0;0;0;0
7002KVM9459X;Sovereign Bond;09-09-22;12-10-29;32279;1,727320064;France;;;443,8746117;4,9333639;4,9333639;4,9333639;4,9333639;4,9333639;419,2077922;0;0;0;0;0;0
SZNK639GG5B9;SOVEREIGN_BOND;19-12-20;02-09-58;99703;3,173986388;Germany;;;1462,463444;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;15,23811707;1294,844156
200LO6097U47;SWAP;28-05-22;19-12-54;79227;2,007953403;;;EBJ;1150,008735;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;12,10866575;1028,922078;0
9B1831T7LU8L;CORPORATE_BOND;02-05-23;28-06-59;59314;3,377560111;Companero;;;870,0295547;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;9,065260584;770,3116883
H6H8YI3T4G20;Sovereign Bond;21-01-21;29-08-39;11807;2,176264336;Italy;;;165,9693298;1,804523919;1,804523919;1,804523919;1,804523919;1,804523919;1,804523919;1,804523919;153,3376623;0;0;0;0
1V30241401Z2;DEPOSIT;01-04-23;28-01-24;32899;2,602297943;;;;427,2597403;427,2597403;0;0;0;0;0;0;0;0;0;0;0
1ONSE56B76RQ;Deposit;10-09-22;18-12-23;22520;3,04917837;;;;292,4675325;292,4675325;0;0;0;0;0;0;0;0;0;0;0
RL30A34015UJ;DEPOSIT;03-08-21;07-09-23;52979;3,911680515;;;;688,038961;688,038961;0;0;0;0;0;0;0;0;0;0;0
